y_true,y_proba
0,0.37990552
0,0.7177368
1,0.92125064
1,0.32107937
1,0.8715427
1,0.99796665
1,0.97444046
1,0.29976314
0,0.58384657
1,0.93335146
1,0.85195655
1,0.5404287
1,0.8187791
1,0.860693
1,0.97536576
1,0.95763457
1,0.9667212
1,0.85073805
1,0.8963594
1,0.37668276
1,0.94783926
1,0.9826538
1,0.5254482
1,0.99462897
1,0.99022466
0,0.11912807
1,0.7402451
1,0.96110976
0,0.4916301
0,0.3424811
0,0.1503796
0,0.8087911
1,0.9560325
0,0.55253214
1,0.83256257
0,0.098828845
1,0.97901434
1,0.9744135
1,0.9369184
0,0.83742183
1,0.9215717
1,0.93017083
1,0.6024387
1,0.6991328
1,0.89773476
0,0.46521592
0,0.64510953
0,0.82855034
1,0.90097755
0,0.80732894
1,0.957865
1,0.9175019
0,0.17434235
1,0.983022
1,0.9487903
1,0.70386356
1,0.9331399
1,0.7710936
0,0.6949882
1,0.9845446
1,0.8727653
1,0.9606314
1,0.7123285
1,0.91740566
0,0.921162
1,0.9655886
1,0.9320901
1,0.8048825
1,0.9426663
0,0.820893
1,0.9431735
1,0.85814583
1,0.9213265
1,0.88995516
1,0.9110262
0,0.26776165
1,0.85904026
1,0.91922796
1,0.9835259
0,0.982723
1,0.7993315
1,0.27051747
1,0.7397416
1,0.92623496
1,0.99771225
0,0.7620717
1,0.8332824
1,0.9878127
1,0.8643707
1,0.91260016
1,0.7854385
1,0.72531193
1,0.8311172
1,0.9158428
1,0.7726493
1,0.8515108
1,0.9688079
1,0.8337386
1,0.91666716
1,0.8859215
1,0.8601465
1,0.91727585
0,0.31132492
1,0.9165656
1,0.9082463
1,0.9688139
1,0.9087721
0,0.8533169
1,0.98689646
0,0.76125324
0,0.79179114
1,0.8239336
1,0.5620666
1,0.9672435
0,0.5925872
0,0.1838593
1,0.9420691
1,0.9719758
1,0.7761694
1,0.8792533
1,0.27335262
1,0.8623844
1,0.8188498
1,0.9843151
1,0.6792693
1,0.7714254
1,0.9864355
1,0.9372788
1,0.8742205
1,0.9818387
1,0.9146009
1,0.79017925
0,0.18489024
1,0.9330241
1,0.95542353
1,0.9778985
0,0.9220567
1,0.98004913
0,0.8015851
1,0.9113513
1,0.9151608
1,0.9685214
1,0.88534486
1,0.998563
1,0.9287049
1,0.6387531
1,0.9436724
0,0.6848638
1,0.93852574
1,0.6794531
1,0.9660891
1,0.9406742
1,0.9332341
1,0.88984215
1,0.93129456
0,0.4974384
1,0.88123673
1,0.83321404
1,0.8658275
1,0.8011583
1,0.8084804
1,0.9632514
1,0.90832466
1,0.76291406
0,0.7925454
1,0.80326813
1,0.780479
1,0.97760504
1,0.9066256
0,0.26931182
1,0.92610335
1,0.8142788
1,0.98743117
1,0.73966324
1,0.9705912
1,0.94462615
1,0.92842627
0,0.8772998
1,0.97089076
1,0.74923253
1,0.812131
1,0.84541583
0,0.25349995
1,0.9507804
1,0.942809
1,0.8123423
1,0.056921735
1,0.7565632
1,0.90439695
1,0.9841516
1,0.7513935
1,0.8852109
1,0.99576426
1,0.96418786
0,0.7437254
1,0.8857342
1,0.9402102
1,0.98476
1,0.7526019
1,0.91492623
0,0.85370505
1,0.86001194
1,0.99436885
1,0.9117403
1,0.98742074
1,0.7624486
0,0.84563977
1,0.7056391
1,0.9827126
1,0.9709298
0,0.14375465
1,0.9888178
1,0.62091523
1,0.8671044
1,0.8457176
1,0.89026225
1,0.79941267
1,0.9319521
0,0.18366803
1,0.9885501
1,0.97406876
1,0.83851373
1,0.9842812
1,0.9213565
0,0.10345859
1,0.97254306
1,0.9074339
1,0.7096582
1,0.133271
0,0.56045574
1,0.68380135
1,0.88247436
0,0.29422686
1,0.7804834
1,0.93183976
0,0.37229046
1,0.9917888
1,0.8290487
1,0.7536699
1,0.94432616
1,0.8642386
1,0.950418
1,0.9448209
1,0.9490652
1,0.8385568
1,0.92504174
0,0.2670397
1,0.88093674
0,0.069062226
1,0.843457
1,0.9910579
1,0.93271476
1,0.8648513
0,0.528285
1,0.9896702
0,0.19769986
0,0.57592344
0,0.16536099
1,0.9517314
0,0.17945503
1,0.8196022
0,0.08439296
1,0.9696707
1,0.91741574
1,0.9392852
1,0.8594168
1,0.9419249
0,0.13486908
1,0.6257426
1,0.8869594
1,0.952626
1,0.9965778
1,0.8765195
0,0.05840278
1,0.9915575
1,0.87069535
0,0.11185349
1,0.96877587
1,0.79350936
1,0.8548753
1,0.9826885
0,0.075051695
1,0.79554474
1,0.97229517
0,0.07287862
1,0.8850991
1,0.974856
0,0.39843044
0,0.5917976
0,0.44154102
1,0.958698
1,0.8576635
1,0.83894897
1,0.8354797
1,0.9898108
1,0.9584804
1,0.94254225
0,0.15572633
1,0.9695076
1,0.7093673
1,0.95515525
1,0.87888515
1,0.97463995
0,0.9507094
1,0.92136306
1,0.9911752
0,0.61040324
1,0.927782
1,0.87386376
1,0.8330905
1,0.72299105
1,0.959365
1,0.94931984
1,0.88726085
1,0.9655903
1,0.95861006
1,0.8738013
1,0.9922759
1,0.6258833
1,0.68589556
1,0.84455293
1,0.624343
1,0.87521696
1,0.9121823
0,0.11714409
1,0.8727101
1,0.9263034
1,0.9679451
1,0.98779243
1,0.98322564
1,0.13433175
1,0.8453267
1,0.94793546
1,0.9504906
1,0.9700313
0,0.12572509
1,0.7645655
1,0.9778436
1,0.83332825
0,0.91333115
0,0.08118862
0,0.08495274
1,0.9575634
1,0.9442796
1,0.58440894
1,0.90934664
1,0.94957584
1,0.9793505
0,0.64014673
0,0.18867724
0,0.47267604
1,0.99538344
1,0.98893064
1,0.951104
1,0.9305079
1,0.993845
1,0.88607514
1,0.77907705
0,0.7779694
1,0.92794234
1,0.95334643
1,0.96974945
1,0.683427
1,0.964643
0,0.359703
0,0.19864996
0,0.66852474
1,0.99700004
1,0.9523611
0,0.09344703
1,0.8824935
1,0.9873352
1,0.9342196
1,0.9065786
1,0.95914286
1,0.98047215
0,0.19827928
1,0.78163785
1,0.80281943
0,0.21460237
1,0.9744523
1,0.97881794
1,0.7751519
1,0.9382165
1,0.98172826
1,0.9797962
1,0.9618626
0,0.34775716
1,0.9663217
1,0.97812176
1,0.8839855
0,0.89584273
1,0.86851317
1,0.77723277
1,0.7743349
0,0.69868755
0,0.9065157
1,0.92645323
1,0.9241998
0,0.9291434
1,0.96365213
1,0.9732059
1,0.9519877
1,0.97110534
1,0.9180796
1,0.9259119
1,0.8703768
1,0.6752855
1,0.9924091
1,0.9857949
0,0.7229571
1,0.6288458
1,0.30961645
1,0.7894849
0,0.08230927
1,0.9846207
1,0.8797876
1,0.9800894
1,0.9912537
1,0.17271727
1,0.9822568
0,0.58833295
1,0.9119801
1,0.7489383
1,0.8881129
1,0.2720305
1,0.95937115
1,0.92451143
1,0.7862877
0,0.14599493
1,0.77727586
1,0.6785903
1,0.7386921
0,0.11293413
1,0.76649904
1,0.9743094
1,0.99636686
1,0.9794709
1,0.8217591
1,0.98288536
0,0.79823995
1,0.97461104
0,0.21881084
1,0.8397938
1,0.832409
1,0.9922535
1,0.8295031
1,0.99397415
1,0.9298264
1,0.8116955
1,0.9115268
1,0.13998742
1,0.88325757
1,0.9454407
0,0.72165227
1,0.95863175
1,0.8294935
1,0.9602329
1,0.9829983
1,0.85411006
1,0.29132292
0,0.102921024
1,0.9353037
1,0.8687507
1,0.94016784
1,0.9585928
1,0.8002604
1,0.9775434
1,0.9923413
1,0.5863617
1,0.9860605
1,0.45544806
1,0.6991426
1,0.9745205
0,0.049758613
0,0.947646
1,0.6424402
1,0.8929559
1,0.8876322
0,0.6579053
1,0.9761888
1,0.5834661
1,0.9384619
1,0.9122768
1,0.9940666
0,0.9727419
1,0.9917367
1,0.8790923
0,0.7999121
1,0.69916135
1,0.9399202
1,0.9276891
1,0.7669163
1,0.97449356
1,0.9966948
0,0.58147585
1,0.9857414
1,0.9218361
0,0.18354788
1,0.84245896
0,0.12348365
1,0.9153456
1,0.23171355
1,0.9669923
1,0.9762648
1,0.97023004
1,0.67860067
0,0.042927284
1,0.94494694
1,0.89974856
1,0.80642146
1,0.92199314
0,0.06775954
0,0.7404306
1,0.87527615
0,0.6466691
1,0.7361409
0,0.41791895
1,0.96478456
1,0.9942123
1,0.93579733
1,0.7053385
0,0.42432457
1,0.9280931
1,0.9843396
1,0.98231137
1,0.98127043
1,0.8182681
0,0.7526578
1,0.3007341
1,0.80658513
1,0.9212406
1,0.9629407
0,0.29235914
1,0.99048305
0,0.32176247
0,0.73434657
1,0.89084166
1,0.9295034
1,0.967553
0,0.8348772
1,0.99563354
0,0.90618473
1,0.96340233
0,0.8948249
0,0.344887
1,0.97549987
0,0.082663946
0,0.10946445
1,0.9763529
0,0.26686594
1,0.9933774
1,0.6573986
1,0.9928248
0,0.061144765
1,0.9838765
1,0.82707906
0,0.28119624
1,0.79191124
1,0.99077046
1,0.8501807
1,0.7895
1,0.9204394
1,0.95158273
0,0.18769167
1,0.81843126
1,0.8711536
1,0.73789996
1,0.9220049
1,0.9700351
1,0.9789348
0,0.09425335
1,0.87662673
1,0.9609082
1,0.955005
0,0.5553074
0,0.82444286
1,0.9825119
1,0.94036007
1,0.90440285
1,0.9423335
1,0.9000145
1,0.8754762
1,0.83951175
1,0.97269326
1,0.982999
1,0.88381135
0,0.87589103
1,0.8639586
1,0.95873433
1,0.9824853
1,0.9103791
1,0.7324623
1,0.10248924
1,0.750285
0,0.80710196
1,0.9895627
1,0.7815146
1,0.70129895
0,0.4846859
1,0.9170038
1,0.9086404
1,0.97411513
1,0.8226399
1,0.95707726
1,0.762461
1,0.7027172
0,0.8863064
0,0.11729241
1,0.9644287
1,0.9880976
1,0.9786871
1,0.77374136
0,0.7117564
1,0.96246874
0,0.08948271
1,0.94569033
1,0.828099
0,0.84825975
1,0.22846301
0,0.8448135
0,0.33762828
1,0.29377595
0,0.42857236
1,0.9710659
1,0.8881917
1,0.69679224
1,0.9673136
1,0.869236
1,0.912131
1,0.83201736
1,0.9460439
1,0.9465931
0,0.112436034
1,0.9743018
1,0.8552778
1,0.98377997
1,0.6499764
0,0.36652753
1,0.9324865
1,0.9300112
1,0.84824616
1,0.82513607
1,0.66012895
1,0.97265685
1,0.96518
1,0.8028292
1,0.9205551
0,0.37792766
1,0.9668646
1,0.7574836
1,0.9927118
0,0.8275926
1,0.9673648
0,0.9419941
0,0.5354214
1,0.9175209
1,0.7823007
0,0.8407694
1,0.8128654
0,0.23128293
1,0.8293105
1,0.9599681
1,0.9597113
1,0.98810357
1,0.8815782
1,0.82472956
1,0.9888993
0,0.4307687
1,0.8768399
1,0.99103
1,0.82423234
1,0.7921806
1,0.96865034
1,0.9903363
1,0.96541345
1,0.8480201
1,0.855826
0,0.7564406
1,0.9371069
1,0.8860347
1,0.98086995
1,0.7391582
1,0.97856665
1,0.9060927
0,0.87916315
1,0.6859203
1,0.9225798
0,0.74611074
1,0.79992193
1,0.78375024
0,0.28611112
0,0.41259974
0,0.9500572
0,0.20091482
1,0.9367604
0,0.9488281
1,0.9254842
1,0.95345676
1,0.862531
1,0.8143573
0,0.09893734
1,0.94259167
1,0.9761869
0,0.9587158
1,0.51833504
1,0.9217038
1,0.9942259
0,0.5337977
1,0.61844057
1,0.9084351
1,0.8873568
1,0.9608441
0,0.27781534
1,0.8709853
1,0.9463503
1,0.6685543
0,0.34613705
1,0.9602497
1,0.98112464
1,0.9656304
1,0.6684648
1,0.9098912
1,0.8650364
1,0.894195
1,0.99393517
1,0.9910876
1,0.9967179
1,0.96484107
1,0.837454
1,0.95056784
1,0.9352132
1,0.32492027
1,0.9406688
1,0.99398875
1,0.78360873
1,0.69772625
1,0.6739732
1,0.95355994
1,0.88290477
1,0.9506707
1,0.82261646
1,0.79718137
1,0.9259823
0,0.3839653
1,0.79137015
0,0.34485188
1,0.9753547
1,0.97514695
0,0.88421416
0,0.323475
1,0.8565257
1,0.95826435
1,0.98220026
1,0.782784
1,0.91838205
1,0.84658027
1,0.97642636
1,0.88663614
1,0.9492009
0,0.8398435
1,0.94721437
0,0.8455588
1,0.9699075
1,0.98560715
1,0.97251356
0,0.7337682
1,0.9851724
0,0.056360636
1,0.89957136
1,0.76931995
1,0.84553087
1,0.8593617
1,0.936753
1,0.98884344
1,0.7578401
1,0.9612315
0,0.7248017
0,0.91900635
1,0.9869043
1,0.9203947
1,0.63762814
1,0.9140786
1,0.88825226
1,0.9240501
1,0.88702184
1,0.6870337
1,0.9739977
1,0.93032527
0,0.3010947
1,0.8446378
1,0.8707735
1,0.9834268
1,0.9802715
1,0.9231861
1,0.9496524
1,0.8475547
0,0.78112185
0,0.29699698
1,0.97862726
1,0.88552904
0,0.40719137
0,0.12410186
1,0.96862304
1,0.9915244
1,0.99617684
0,0.5797909
1,0.980718
1,0.7324623
1,0.7718753
1,0.99178046
1,0.5644412
1,0.9112254
1,0.95254505
0,0.6763687
1,0.9768736
1,0.95990855
1,0.87225926
1,0.978148
1,0.93032765
0,0.18304679
0,0.7097927
1,0.807452
1,0.87412304
0,0.78336626
0,0.94795614
0,0.8055421
1,0.9651189
1,0.84790593
1,0.84145206
1,0.7686989
1,0.9945669
1,0.8981961
1,0.99443686
1,0.82676685
1,0.9572044
1,0.6574417
1,0.84519625
0,0.21272923
1,0.97902167
0,0.6689246
1,0.72079384
0,0.8150874
1,0.848066
1,0.59023446
1,0.91318333
1,0.8245243
1,0.94710815
1,0.9168544
0,0.66715604
1,0.9764788
1,0.9001302
1,0.9703715
0,0.8839534
0,0.08057046
1,0.7048972
1,0.9842195
1,0.99222046
1,0.98491573
1,0.83547246
1,0.8968867
1,0.94291484
1,0.74884886
1,0.9766318
1,0.3679126
1,0.88807094
1,0.873343
1,0.34300262
1,0.864732
0,0.70689595
1,0.9834833
1,0.95139945
1,0.888194
1,0.97490317
1,0.9716752
1,0.9368053
0,0.16481744
0,0.34308097
1,0.9140255
1,0.940199
1,0.91720194
1,0.73880976
1,0.7206571
1,0.9817578
1,0.9836142
1,0.8977928
1,0.9717834
1,0.86556005
0,0.8935378
1,0.6911057
1,0.89939153
1,0.9363126
1,0.8195577
0,0.17550682
0,0.8216374
0,0.17292681
1,0.91978437
0,0.7970957
1,0.8295401
1,0.9701113
1,0.8979661
1,0.8036047
1,0.91593766
0,0.9211507
1,0.9710622
1,0.98820007
1,0.94486386
0,0.2974771
0,0.18084644
1,0.8739433
1,0.9336155
1,0.9582067
1,0.91316134
1,0.7610805
1,0.9765577
1,0.96693647
0,0.5884903
1,0.9486518
1,0.1356536
1,0.9389736
0,0.7230619
0,0.8120517
1,0.95300573
0,0.13100666
1,0.9702544
1,0.20241068
1,0.9985826
0,0.7401512
0,0.69426656
1,0.7919854
1,0.9968616
1,0.96321064
0,0.6983612
1,0.15639143
0,0.41137567
1,0.8776536
1,0.98594403
1,0.9649546
1,0.87168896
1,0.6664143
1,0.75794363
1,0.82821923
0,0.8837779
1,0.8505237
0,0.7628425
1,0.9912781
1,0.7719685
1,0.92482024
1,0.9949303
1,0.98317
1,0.9388105
1,0.8493158
1,0.77582955
1,0.9499836
0,0.95209706
1,0.97027797
1,0.9169673
1,0.8911345
0,0.14163914
1,0.98648953
1,0.9924419
1,0.8559813
1,0.90167105
1,0.98651206
1,0.6597717
0,0.95623237
1,0.93493396
1,0.931479
1,0.9909992
1,0.06595645
0,0.9678968
1,0.94842
1,0.5797276
1,0.91421616
0,0.07585164
1,0.9824111
1,0.9878824
1,0.98355216
0,0.67454123
1,0.82121915
1,0.9781919
0,0.362612
0,0.6890794
0,0.7891006
1,0.9199726
0,0.946325
0,0.13136584
1,0.9360662
1,0.3988062
1,0.90180063
1,0.83116215
1,0.96616316
1,0.8573879
1,0.9312524
1,0.9854386
1,0.6955588
1,0.9128872
1,0.8309118
0,0.70898956
1,0.9161233
1,0.7135251
0,0.065477155
1,0.89613026
1,0.9608723
1,0.90458596
1,0.9745875
0,0.89949405
1,0.7618727
1,0.9555142
1,0.8942068
1,0.98222554
1,0.95974743
1,0.94903183
1,0.8369861
1,0.9695589
0,0.71604615
1,0.963243
0,0.18117084
1,0.98313534
1,0.90018404
1,0.47648045
1,0.94585377
0,0.15388677
1,0.99762374
1,0.93053097
1,0.9354322
1,0.6030958
1,0.5246043
1,0.90904105
1,0.9716727
1,0.9940777
1,0.81456214
1,0.9735985
0,0.8634211
0,0.34979945
1,0.92128605
1,0.96276444
1,0.8772656
1,0.9837002
1,0.9849726
0,0.39528155
0,0.43099272
1,0.8867632
0,0.9403798
0,0.13673165
1,0.971066
1,0.93593204
1,0.9562473
1,0.9452969
1,0.90288246
1,0.35819533
1,0.9701403
1,0.9884567
1,0.98250777
1,0.9886878
1,0.9423744
1,0.30582446
1,0.8319875
1,0.9260299
1,0.8472503
1,0.9823684
1,0.78241646
1,0.9898645
1,0.7068213
1,0.99583375
1,0.7966475
1,0.9975204
1,0.9605447
1,0.96402574
0,0.9515118
1,0.9510813
1,0.902088
1,0.8727133
1,0.9703865
1,0.9119982
1,0.92442554
0,0.57349366
1,0.90702665
1,0.793196
1,0.9507924
1,0.73000216
0,0.9608722
1,0.7485086
0,0.2129862
1,0.9667113
1,0.9661986
1,0.8122553
1,0.9811936
1,0.89917284
1,0.94687307
1,0.91701543
1,0.98900026
1,0.9823254
0,0.81467515
1,0.8148773
1,0.9882577
0,0.8545373
1,0.9418326
0,0.912582
1,0.9840125
1,0.95186573
1,0.8904208
1,0.9804646
0,0.89816326
0,0.067245364
1,0.97695833
1,0.93053746
1,0.9514761
0,0.055501267
0,0.86937195
0,0.8994316
1,0.8438252
1,0.62637585
1,0.9417859
0,0.83164877
0,0.26832068
1,0.7436316
1,0.8579194
1,0.83145636
1,0.8898314
1,0.8559434
1,0.9579534
1,0.83087605
1,0.8011653
1,0.87774694
1,0.75361675
0,0.25624213
0,0.09579549
1,0.8246457
1,0.9819172
0,0.13740897
1,0.98004663
1,0.2127964
1,0.9850032
1,0.84845436
1,0.8601218
0,0.3407505
1,0.87638617
1,0.957105
1,0.9601476
0,0.7286881
0,0.18420008
1,0.9807395
1,0.9871617
1,0.9582911
0,0.64042443
0,0.11473201
0,0.33021745
1,0.9763149
1,0.9688094
1,0.9810558
1,0.8681082
1,0.9503674
1,0.8596238
1,0.92193323
1,0.5900281
1,0.9029757
1,0.8774248
1,0.63079566
1,0.816076
1,0.58378196
1,0.8320615
1,0.9685356
1,0.9792662
1,0.9342255
1,0.8755174
1,0.2046905
1,0.9256202
1,0.7694058
1,0.84417397
1,0.8957844
0,0.15890732
0,0.73648757
1,0.9315466
1,0.7854264
1,0.99275935
1,0.98727393
0,0.24610765
1,0.5489868
1,0.92537504
1,0.7835757
1,0.93476474
1,0.969243
1,0.92255527
1,0.8554734
1,0.9213104
1,0.8139281
1,0.9713118
1,0.43740124
1,0.9752619
1,0.97290266
1,0.9870396
1,0.985865
1,0.82593477
1,0.9889635
1,0.8805853
1,0.88982123
1,0.7036753
1,0.93286663
1,0.9781845
1,0.9202915
1,0.981343
0,0.34518635
0,0.35270882
1,0.6945758
0,0.19125555
0,0.7678705
1,0.9547815
1,0.46013534
1,0.8669163
1,0.9547998
1,0.7761831
0,0.8643383
1,0.9656126
1,0.814469
1,0.7708661
1,0.98521507
1,0.9803351
1,0.74099404
1,0.9751085
0,0.7217685
1,0.87739384
1,0.91203
1,0.9178648
1,0.3979635
1,0.96228206
1,0.8989291
1,0.9532128
1,0.9512268
1,0.96423465
1,0.88246685
1,0.52075076
0,0.64273286
1,0.8593831
1,0.9280151
1,0.9099687
0,0.9444393
0,0.062122893
1,0.84118986
1,0.9553575
1,0.8650825
1,0.866695
1,0.9912964
0,0.38636407
0,0.15084228
1,0.708438
1,0.8583791
1,0.8633306
0,0.06547192
1,0.9297536
1,0.9587831
1,0.9438496
1,0.5943013
1,0.8102928
1,0.923628
1,0.93251795
1,0.7553866
1,0.87779963
1,0.97152495
1,0.82466304
1,0.8702857
1,0.8469629
1,0.6527151
1,0.98396945
1,0.96896195
1,0.9600398
1,0.687349
1,0.4777253
1,0.2360092
1,0.9110722
1,0.98593545
1,0.78818685
1,0.88783014
1,0.82731676
1,0.8242283
1,0.7209331
0,0.93948007
1,0.98137385
1,0.90422934
1,0.9566852
0,0.7162334
1,0.811669
0,0.82140964
1,0.56117785
1,0.9519914
1,0.9484898
0,0.7430575
1,0.79842323
0,0.6564811
1,0.9939767
1,0.9772186
1,0.9638885
0,0.19903798
1,0.9639151
1,0.85052466
1,0.97693175
1,0.95778525
1,0.93819636
1,0.96843934
0,0.16001475
1,0.34271744
1,0.9717349
1,0.9668394
1,0.7037002
1,0.8827217
1,0.9568599
1,0.61041975
1,0.76835376
1,0.9768101
0,0.8506355
0,0.88610125
1,0.7824529
1,0.98655057
0,0.05416027
0,0.30473927
1,0.9769677
0,0.1984722
1,0.9588424
0,0.7218514
1,0.9809038
1,0.7721946
1,0.92592335
1,0.97432196
1,0.98917496
1,0.77106166
1,0.96903193
0,0.76734895
1,0.9744795
1,0.9522523
1,0.9299074
1,0.6173498
1,0.97162694
0,0.09997942
1,0.9534119
1,0.93180346
1,0.8667038
1,0.9292965
1,0.9983365
1,0.9823992
1,0.93052775
0,0.8570821
1,0.9663295
1,0.785015
1,0.9896477
1,0.98455715
1,0.70803183
1,0.9909966
0,0.88412595
1,0.75255203
1,0.87341547
1,0.9092149
1,0.87655395
1,0.988586
0,0.8682284
1,0.9126234
1,0.75872767
1,0.7677259
0,0.31801063
1,0.8450105
1,0.7232337
1,0.99515057
1,0.95798147
1,0.31368607
1,0.8779955
0,0.84234697
1,0.9336666
1,0.89153385
1,0.9843629
1,0.16506875
1,0.91356134
0,0.9542886
1,0.86579573
1,0.8446403
1,0.77711886
1,0.9518812
1,0.87211436
1,0.98723185
0,0.66348714
0,0.06819827
1,0.8679402
1,0.8892359
0,0.8512819
0,0.10628225
1,0.97841096
0,0.82387066
0,0.082259454
1,0.747205
1,0.6760661
0,0.23877397
1,0.961096
1,0.9762793
0,0.5103842
1,0.95127106
1,0.9074901
1,0.89514387
0,0.8586089
1,0.91845864
0,0.45645458
0,0.7417753
0,0.76032835
1,0.76114434
1,0.63771427
1,0.8899207
0,0.27983835
1,0.9754149
1,0.9758406
1,0.9515678
1,0.75465995
1,0.8449811
1,0.91445225
1,0.967991
1,0.96542114
1,0.9871574
1,0.7416841
0,0.17874451
1,0.95258975
0,0.92498094
1,0.9293693
1,0.7809346
1,0.89853495
1,0.90716773
1,0.9020575
1,0.1995503
1,0.70673156
1,0.97695243
1,0.8827941
1,0.9735806
1,0.92756504
1,0.7370057
1,0.94679326
0,0.8303758
1,0.80029094
1,0.9418971
1,0.99058586
0,0.93003875
1,0.9788639
1,0.93809074
1,0.86310154
1,0.9726283
1,0.9724937
1,0.96976256
1,0.884459
1,0.93394125
0,0.18820691
1,0.9411614
0,0.64310545
1,0.9661591
1,0.9763848
1,0.95903873
1,0.7312013
1,0.9797207
1,0.9669065
1,0.9790046
1,0.98275673
1,0.9422815
1,0.9407053
1,0.7030806
1,0.96328306
1,0.7488907
1,0.9010904
1,0.9441337
1,0.9218589
1,0.93916136
1,0.900838
1,0.5990593
1,0.9313472
1,0.9792306
0,0.80759895
1,0.9629585
0,0.08517793
1,0.9903458
1,0.8157874
1,0.9635198
0,0.88142824
1,0.8457356
1,0.7733509
0,0.49260107
1,0.94639033
1,0.99613875
1,0.78859633
1,0.98519135
1,0.94925404
1,0.9390964
1,0.7803306
1,0.94707394
1,0.9570514
1,0.8649715
0,0.3436045
1,0.8426807
0,0.73930186
1,0.9345693
1,0.8247681
1,0.9460491
0,0.9846126
0,0.8291996
0,0.81798065
1,0.93959695
0,0.5797795
0,0.17033523
1,0.92455053
1,0.9060054
1,0.98109686
1,0.9571501
1,0.8953348
1,0.3476624
1,0.9615825
1,0.7764768
1,0.8923373
1,0.66098446
1,0.9710052
0,0.2364002
1,0.9713866
1,0.9163619
1,0.8025668
1,0.9407412
1,0.77970314
1,0.9793737
1,0.9968593
0,0.78847
0,0.09314666
0,0.60735774
0,0.12933347
0,0.14582805
1,0.9830183
1,0.8932736
1,0.77697146
1,0.9272182
0,0.8298636
1,0.96200925
1,0.84783274
0,0.87024325
1,0.96510524
1,0.7523961
1,0.6501497
1,0.9350651
1,0.9899081
1,0.95630294
1,0.96095645
1,0.94281703
1,0.92860675
1,0.98769706
0,0.06709041
1,0.91994494
1,0.9872573
0,0.8446866
0,0.2707414
1,0.91421866
0,0.8525854
1,0.866947
1,0.9769821
0,0.4438009
1,0.980885
1,0.54153514
1,0.9421995
1,0.96721786
1,0.9634419
1,0.92225397
1,0.95672905
1,0.7461674
1,0.9861012
0,0.6203601
1,0.8540607
1,0.9292542
1,0.96563506
1,0.69672906
1,0.9139226
1,0.32022062
1,0.972765
0,0.83922446
0,0.69457716
1,0.8496288
1,0.9160258
1,0.98712534
1,0.9849554
0,0.8890827
1,0.9925881
1,0.7686461
1,0.93830013
0,0.43444607
1,0.7555908
1,0.88264567
1,0.97662383
0,0.5352285
1,0.8172602
0,0.83290005
1,0.9978928
1,0.9753277
1,0.8436997
1,0.98960274
0,0.41574186
1,0.8377127
1,0.87403136
1,0.98666036
1,0.91988873
1,0.27389005
1,0.81809056
1,0.9884918
0,0.20008314
1,0.80827206
1,0.92222
0,0.6101364
1,0.98577476
1,0.77255267
0,0.32654333
1,0.9499266
1,0.4771457
0,0.15506102
0,0.93995357
0,0.12645474
1,0.34336728
1,0.5576882
1,0.97674596
1,0.79317945
1,0.9538686
1,0.8981372
0,0.59564275
1,0.9908398
1,0.7736706
1,0.9200393
0,0.6324742
1,0.8704796
1,0.8621058
1,0.97726405
1,0.9820885
0,0.28519446
1,0.6650716
1,0.97892535
0,0.8255441
1,0.9430811
1,0.98692524
1,0.9669221
1,0.9780241
0,0.8655621
1,0.982222
1,0.9925412
0,0.12462871
1,0.9305145
1,0.8008188
0,0.71186954
1,0.97874
1,0.9808888
0,0.8182235
1,0.24994506
1,0.95105183
1,0.80490595
0,0.3447846
1,0.9709173
1,0.9552934
1,0.9642927
0,0.79550594
1,0.9822901
0,0.12740874
1,0.9777359
1,0.9009752
1,0.9558519
1,0.9809125
1,0.95414424
1,0.9487093
1,0.8499318
0,0.64752394
1,0.6032374
0,0.16623789
1,0.96579105
1,0.9960303
1,0.97264117
0,0.63540435
1,0.98217624
1,0.6957103
1,0.816437
1,0.7170415
0,0.23659894
1,0.9443845
1,0.9735154
1,0.8266987
0,0.862613
1,0.9727659
1,0.95744056
1,0.98025984
1,0.8044256
0,0.17104113
1,0.79275435
1,0.9004563
0,0.79903233
1,0.975025
1,0.9270951
1,0.9744959
1,0.06808558
0,0.7205666
1,0.88596225
1,0.86166173
1,0.98353565
0,0.34257752
1,0.95611054
1,0.87146366
1,0.2206415
1,0.94672763
0,0.5748619
1,0.9473151
0,0.88906515
1,0.49922255
0,0.7454661
1,0.99071324
0,0.5631768
0,0.7734272
1,0.9832925
1,0.8753251
0,0.75332075
0,0.6412757
1,0.9379545
1,0.9023056
1,0.75999993
0,0.23134008
1,0.4533942
1,0.9588254
1,0.8538103
1,0.92525417
0,0.9727328
1,0.85677695
1,0.9736509
1,0.9022877
0,0.073590115
1,0.94663584
1,0.86892205
1,0.6422922
1,0.9937757
1,0.9740735
1,0.051051367
1,0.36664265
1,0.91919386
1,0.95986295
1,0.977097
1,0.9799943
1,0.90062225
1,0.9581345
1,0.9144229
1,0.9053518
1,0.9360588
1,0.79850256
1,0.8553079
0,0.68553364
0,0.716077
1,0.934122
1,0.71780515
1,0.8386076
1,0.9476577
0,0.29715344
1,0.9620221
0,0.899512
1,0.9842578
1,0.90112704
1,0.9565725
1,0.9015592
0,0.14051592
0,0.06777622
1,0.8107395
0,0.8561216
1,0.97504246
1,0.96542114
1,0.8756737
1,0.8615419
1,0.8344848
